name,type,version,versionIndex,numOfClassesInPackage,linesOfCode,freqOfChanges,percCommitsClassChanged,changeHasOccurredMetric,percCommitsPackChanged,totalAmountOfChanges
org/apache/cassandra/utils/CloseableIterator.java,class,unversioned,1,0,0,0,0,0,0,0
org/apache/cassandra/locator/EndpointSnitchInfo.java,class,unversioned,1,0,15,0,0,0,0,0
org/apache/cassandra/net/MessagingService.java,class,unversioned,1,0,391,0,0,0,0,0
org/apache/cassandra/io/util/FileDataInput.java,class,unversioned,1,0,8,0,0,0,0,0
org/apache/cassandra/tools/BulkLoader.java,class,unversioned,1,0,9,0,0,0,0,0
org/apache/cassandra/utils/BigLongArray.java,class,unversioned,1,0,35,0,0,0,0,0
org/apache/cassandra/db/DecoratedKey.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/db/compaction/CompactionManager.java,class,unversioned,1,0,39,0,0,0,0,0
org/apache/cassandra/hadoop/ColumnFamilyRecordWriter.java,class,unversioned,1,0,143,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestAck2VerbHandler.java,class,unversioned,1,0,19,0,0,0,0,0
org/apache/cassandra/db/commitlog/CommitLog.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/db/ArrayBackedSortedColumns.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/cql/Term.java,class,unversioned,1,0,75,0,0,0,0,0
org/apache/cassandra/db/DataTracker.java,class,unversioned,1,0,365,0,0,0,0,0
org/apache/cassandra/db/compaction/CompactionManager.java,class,unversioned,1,0,28,0,0,0,0,0
org/apache/cassandra/hadoop/ColumnFamilyRecordWriter.java,class,unversioned,1,0,92,0,0,0,0,0
org/apache/cassandra/cql/jdbc/JdbcInt32.java,class,unversioned,1,0,43,0,0,0,0,0
org/apache/cassandra/net/MessagingService.java,class,unversioned,1,0,22,0,0,0,0,0
org/apache/cassandra/locator/Ec2Snitch.java,class,unversioned,1,0,50,0,0,0,0,0
org/apache/cassandra/streaming/StreamingServiceMBean.java,class,unversioned,1,0,6,0,0,0,0,0
org/apache/cassandra/tools/BulkLoader.java,class,unversioned,1,0,89,0,0,0,0,0
org/apache/cassandra/utils/Allocator.java,class,unversioned,1,0,10,0,0,0,0,0
org/apache/cassandra/io/sstable/SSTableLoader.java,class,unversioned,1,0,3,0,0,0,0,0
org/apache/cassandra/streaming/StreamRequestMessage.java,class,unversioned,1,0,115,0,0,0,0,0
org/apache/cassandra/net/OutboundTcpConnection.java,class,unversioned,1,0,125,0,0,0,0,0
org/apache/cassandra/utils/IMergeIterator.java,class,unversioned,1,0,2,0,0,0,0,0
org/apache/cassandra/tools/BulkLoader.java,class,unversioned,1,0,252,0,0,0,0,0
org/apache/cassandra/io/util/FileMark.java,class,unversioned,1,0,0,0,0,0,0,0
org/apache/cassandra/concurrent/JMXEnabledThreadPoolExecutorMBean.java,class,unversioned,1,0,3,0,0,0,0,0
org/apache/cassandra/db/commitlog/CommitLog.java,class,unversioned,1,0,308,0,0,0,0,0
org/apache/cassandra/db/ArrayBackedSortedColumns.java,class,unversioned,1,0,42,0,0,0,0,0
org/apache/cassandra/dht/BootStrapper.java,class,unversioned,1,0,12,0,0,0,0,0
org/apache/cassandra/db/DecoratedKey.java,class,unversioned,1,0,41,0,0,0,0,0
org/apache/cassandra/hadoop/ColumnFamilySplit.java,class,unversioned,1,0,51,0,0,0,0,0
org/apache/cassandra/cql/TermType.java,class,unversioned,1,0,19,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestAckMessage.java,class,unversioned,1,0,20,0,0,0,0,0
org/apache/cassandra/cql/jdbc/JdbcInteger.java,class,unversioned,1,0,41,0,0,0,0,0
org/apache/cassandra/db/commitlog/CommitLog.java,class,unversioned,1,0,18,0,0,0,0,0
org/apache/cassandra/db/ArrayBackedSortedColumns.java,class,unversioned,1,0,10,0,0,0,0,0
org/apache/cassandra/concurrent/JMXConfigurableThreadPoolExecutorMBean.java,class,unversioned,1,0,3,0,0,0,0,0
org/apache/cassandra/cql/UpdateStatement.java,class,unversioned,1,0,106,0,0,0,0,0
org/apache/cassandra/streaming/StreamRequestVerbHandler.java,class,unversioned,1,0,17,0,0,0,0,0
org/apache/cassandra/locator/LocalStrategy.java,class,unversioned,1,0,12,0,0,0,0,0
org/apache/cassandra/io/util/MappedFileDataInput.java,class,unversioned,1,0,93,0,0,0,0,0
org/apache/cassandra/streaming/StreamingRepairTask.java,class,unversioned,1,0,9,0,0,0,0,0
org/apache/cassandra/locator/OldNetworkTopologyStrategy.java,class,unversioned,1,0,50,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestAckVerbHandler.java,class,unversioned,1,0,37,0,0,0,0,0
org/apache/cassandra/db/commitlog/CommitLogSegment.java,class,unversioned,1,0,118,0,0,0,0,0
org/apache/cassandra/db/ArrayBackedSortedColumns.java,class,unversioned,1,0,243,0,0,0,0,0
org/apache/cassandra/hadoop/ConfigHelper.java,class,unversioned,1,0,194,0,0,0,0,0
org/apache/cassandra/cql/jdbc/JdbcLexicalUUID.java,class,unversioned,1,0,16,0,0,0,0,0
org/apache/cassandra/dht/BootStrapper.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/cql/WhereClause.java,class,unversioned,1,0,84,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestAckMessageSerializer.java,class,unversioned,1,0,15,0,0,0,0,0
org/apache/cassandra/config/ColumnDefinition.java,class,unversioned,1,0,110,0,0,0,0,0
org/apache/cassandra/streaming/StreamingRepairTask.java,class,unversioned,1,0,11,0,0,0,0,0
org/apache/cassandra/cql/jdbc/JdbcLong.java,class,unversioned,1,0,43,0,0,0,0,0
org/apache/cassandra/net/OutboundTcpConnectionPool.java,class,unversioned,1,0,52,0,0,0,0,0
org/apache/cassandra/locator/NetworkTopologyStrategy.java,class,unversioned,1,0,70,0,0,0,0,0
org/apache/cassandra/utils/Throttle.java,class,unversioned,1,0,2,0,0,0,0,0
org/apache/cassandra/tools/ColumnFamilyStoreMBeanIterator.java,class,unversioned,1,0,20,0,0,0,0,0
org/apache/cassandra/io/util/IIterableColumns.java,class,unversioned,1,0,3,0,0,0,0,0
org/apache/cassandra/db/columniterator/IColumnIterator.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/streaming/StreamingRepairTask.java,class,unversioned,1,0,23,0,0,0,0,0
org/apache/cassandra/net/ResponseVerbHandler.java,class,unversioned,1,0,21,0,0,0,0,0
org/apache/cassandra/locator/PropertyFileSnitch.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/tools/NodeCmd.java,class,unversioned,1,0,37,0,0,0,0,0
org/apache/cassandra/io/ISerializer.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/service/StorageService.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/dht/BootStrapper.java,class,unversioned,1,0,167,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestSerializationHelper.java,class,unversioned,1,0,16,0,0,0,0,0
org/apache/cassandra/db/commitlog/PeriodicCommitLogExecutorService.java,class,unversioned,1,0,11,0,0,0,0,0
org/apache/cassandra/db/CollationController.java,class,unversioned,1,0,11,0,0,0,0,0
org/apache/cassandra/db/columniterator/IdentityQueryFilter.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/config/Config.java,class,unversioned,1,0,2,0,0,0,0,0
org/apache/cassandra/dht/BootStrapper.java,class,unversioned,1,0,19,0,0,0,0,0
org/apache/cassandra/cql/jdbc/JdbcTimeUUID.java,class,unversioned,1,0,20,0,0,0,0,0
org/apache/cassandra/io/compress/CompressedRandomAccessReader.java,class,unversioned,1,0,53,0,0,0,0,0
org/apache/cassandra/io/IColumnSerializer.java,class,unversioned,1,0,6,0,0,0,0,0
org/apache/cassandra/db/columniterator/ICountableColumnIterator.java,class,unversioned,1,0,3,0,0,0,0,0
org/apache/cassandra/io/util/MemoryInputStream.java,class,unversioned,1,0,21,0,0,0,0,0
org/apache/cassandra/locator/PropertyFileSnitch.java,class,unversioned,1,0,70,0,0,0,0,0
org/apache/cassandra/db/commitlog/PeriodicCommitLogExecutorService.java,class,unversioned,1,0,5,0,0,0,0,0
org/apache/cassandra/io/IVersionedSerializer.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/tools/NodeCmd.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/db/commitlog/CommitLogMBean.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/service/StorageService.java,class,unversioned,1,0,6,0,0,0,0,0
org/apache/cassandra/io/util/MmappedSegmentedFile.java,class,unversioned,1,0,49,0,0,0,0,0
org/apache/cassandra/db/commitlog/PeriodicCommitLogExecutorService.java,class,unversioned,1,0,13,0,0,0,0,0
org/apache/cassandra/db/Column.java,class,unversioned,1,0,151,0,0,0,0,0
org/apache/cassandra/dht/Bounds.java,class,unversioned,1,0,26,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestSerializer.java,class,unversioned,1,0,15,0,0,0,0,0
org/apache/cassandra/config/Config.java,class,unversioned,1,0,4,0,0,0,0,0
org/apache/cassandra/cql/jdbc/JdbcUTF8.java,class,unversioned,1,0,41,0,0,0,0,0
org/apache/cassandra/db/CollationController.java,class,unversioned,1,0,119,0,0,0,0,0
org/apache/cassandra/db/columniterator/IndexedSliceReader.java,class,unversioned,1,0,2,0,0,0,0,0
org/apache/cassandra/io/util/MemoryOutputStream.java,class,unversioned,1,0,14,0,0,0,0,0
org/apache/cassandra/config/Config.java,class,unversioned,1,0,1,0,0,0,0,0
org/apache/cassandra/streaming/StreamingRepairTask.java,class,unversioned,1,0,29,0,0,0,0,0
org/apache/cassandra/locator/DynamicEndpointSnitchMBean.java,class,unversioned,1,0,7,0,0,0,0,0
